mkt_unique_carrier,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,dest_airport_id,dest,arr_delay,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,year,month,day_of_month,day_of_week,dep_hour_of_day,arr_hour_of_day,origin_state,destination_state,arr_delay_mean_by_mkt_unique_carrier,arr_delay_mean_by_op_unique_carrier,arr_delay_encoded,origin_dest_pair,quarter_Q1,quarter_Q2,quarter_Q3,quarter_Q4,dep_time_of_day_afternoon,dep_time_of_day_evening,dep_time_of_day_morning,dep_time_of_day_night,arr_time_of_day_afternoon,arr_time_of_day_evening,arr_time_of_day_morning,arr_time_of_day_night
3,3,1008,7,3395,1008,10397,ATL,14524,RIC,-1.0,93,95.0,74.0,1,481,2019,10,8,1,7,9,GA,VA,2.1440377343780463,-0.3018240950226244,0,ATL-RIC,0,0,0,1,0,0,1,0,0,0,1,0
8,8,1827,21,2891,1827,11603,EUG,11292,DEN,-18.0,158,152.0,124.0,1,996,2018,5,6,6,5,8,OR,CO,10.231880437950128,5.682458929517753,0,EUG-DEN,0,1,0,0,0,0,0,1,0,0,1,0
0,0,1236,1,3815,1236,14100,PHL,11298,DFW,-9.0,236,235.0,199.0,1,1303,2018,2,2,4,16,19,PA,TX,5.328595793064243,5.396409761887101,0,PHL-DFW,1,0,0,0,1,0,0,0,0,1,0,0
3,3,722,7,2344,722,12892,LAX,10721,BOS,-16.0,340,323.0,297.0,1,2611,2019,5,6,0,21,6,CA,MA,2.1440377343780463,-0.3018240950226244,0,LAX-BOS,0,1,0,0,0,1,0,0,0,0,1,0
1,1,1570,20,1174,1570,10713,BOI,11884,GEG,6.0,67,76.0,62.0,1,287,2018,6,11,0,20,20,ID,WA,1.3057672946929382,5.02479815455594,1,BOI-GEG,0,1,0,0,0,1,0,0,0,1,0,0
8,8,343,21,2138,343,13487,MSP,11292,DEN,-8.0,131,130.0,97.0,1,680,2018,12,18,1,16,17,MN,CO,10.231880437950128,5.682458929517753,0,MSP-DEN,0,0,0,1,1,0,0,0,0,1,0,0
3,3,2831,18,3240,2831,13487,MSP,10141,ABR,7.0,71,64.0,47.0,1,257,2019,8,10,5,22,23,MN,SD,2.1440377343780463,7.3318759936407,1,MSP-ABR,0,0,1,0,0,1,0,0,0,1,0,0
0,0,3208,19,1946,3208,10785,BTV,14100,PHL,-19.0,89,79.0,58.0,1,335,2019,7,8,0,7,8,VT,PA,5.328595793064243,5.953181272509004,0,BTV-PHL,0,0,1,0,0,0,1,0,0,0,1,0
3,3,3639,6,1947,3639,14747,SEA,14057,PDX,-3.0,65,61.0,28.0,1,129,2018,6,10,6,12,13,WA,OR,2.1440377343780463,17.384558823529414,0,SEA-PDX,0,1,0,0,1,0,0,0,1,0,0,0
8,8,1450,21,1264,1450,14057,PDX,14771,SFO,12.0,104,121.0,84.0,1,550,2018,7,27,4,13,15,OR,CA,10.231880437950128,5.682458929517753,1,PDX-SFO,0,0,1,0,1,0,0,0,1,0,0,0
10,10,3870,23,2333,3870,10423,AUS,13232,MDW,-9.0,150,145.0,129.0,1,972,2018,5,16,2,5,8,TX,IL,2.438349885408711,2.438349885408711,0,AUS-MDW,0,1,0,0,0,0,0,1,0,0,1,0
0,0,2415,15,569,2415,11298,DFW,14193,PNS,-17.0,105,92.0,75.0,1,604,2018,3,25,6,16,18,TX,FL,5.328595793064243,5.849722530521643,0,DFW-PNS,1,0,0,0,1,0,0,0,0,1,0,0
3,3,980,7,2776,980,12892,LAX,12758,KOA,112.0,361,402.0,388.0,1,2504,2019,2,14,3,16,20,CA,HI,2.1440377343780463,-0.3018240950226244,1,LAX-KOA,1,0,0,0,1,0,0,0,0,1,0,0
0,0,1121,1,727,1121,14843,SJU,14100,PHL,-23.0,247,231.0,211.0,1,1576,2019,11,4,0,14,17,PR,PA,5.328595793064243,5.396409761887101,0,SJU-PHL,0,0,0,1,1,0,0,0,0,1,0,0
8,8,3443,18,167,3443,10693,BNA,11292,DEN,26.0,183,171.0,147.0,1,1014,2018,6,26,1,8,10,TN,CO,10.231880437950128,7.3318759936407,1,BNA-DEN,0,1,0,0,0,0,1,0,0,0,1,0
3,3,2958,18,1442,2958,10397,ATL,13422,MOB,-14.0,83,72.0,58.0,1,302,2018,2,27,1,14,14,GA,AL,2.1440377343780463,7.3318759936407,0,ATL-MOB,1,0,0,0,1,0,0,0,1,0,0,0
0,0,1371,1,3431,1371,13204,MCO,14107,PHX,-22.0,282,262.0,242.0,1,1849,2018,5,10,3,10,12,FL,AZ,5.328595793064243,5.396409761887101,0,MCO-PHX,0,1,0,0,0,0,1,0,1,0,0,0
2,2,570,4,2102,570,10529,BDL,13204,MCO,-22.0,173,159.0,133.0,1,1050,2018,9,20,3,8,10,CT,FL,6.360829389226956,6.360829389226956,0,BDL-MCO,0,0,1,0,0,0,1,0,0,0,1,0
8,8,699,21,1479,699,11618,EWR,14635,RSW,6.0,199,210.0,160.0,1,1068,2019,2,25,0,9,12,NJ,FL,10.231880437950128,5.682458929517753,1,EWR-RSW,1,0,0,0,0,0,1,0,1,0,0,0
10,10,1827,23,742,1827,11057,CLT,10821,BWI,5.0,85,88.0,56.0,1,361,2018,10,25,3,19,21,NC,MD,2.438349885408711,2.438349885408711,1,CLT-BWI,0,0,0,1,0,1,0,0,0,1,0,0
10,10,1128,23,2985,1128,11292,DEN,13232,MDW,-8.0,145,137.0,118.0,1,895,2018,6,26,1,18,21,CO,IL,2.438349885408711,2.438349885408711,0,DEN-MDW,0,1,0,0,0,1,0,0,0,1,0,0
3,3,2031,7,3897,2031,11433,DTW,13198,MCI,-22.0,122,104.0,92.0,1,629,2019,5,17,4,15,16,MI,MO,2.1440377343780463,-0.3018240950226244,0,DTW-MCI,0,1,0,0,1,0,0,0,1,0,0,0
3,3,2487,18,701,2487,13487,MSP,11298,DFW,-13.0,166,153.0,123.0,1,852,2019,8,7,2,7,9,MN,TX,2.1440377343780463,7.3318759936407,0,MSP-DFW,0,0,1,0,0,0,1,0,0,0,1,0
10,10,146,23,3483,146,13931,ORF,10821,BWI,13.0,55,58.0,37.0,1,159,2018,7,18,2,15,16,VA,MD,2.438349885408711,2.438349885408711,1,ORF-BWI,0,0,1,0,1,0,0,0,1,0,0,0
1,1,102,2,1248,102,14831,SJC,12758,KOA,-38.0,345,306.0,289.0,1,2384,2019,11,24,6,8,11,CA,HI,1.3057672946929382,1.3225882352941176,0,SJC-KOA,0,0,0,1,0,0,1,0,0,0,1,0
3,3,2696,0,949,2696,12478,JFK,10721,BOS,32.0,98,82.0,36.0,1,187,2018,5,30,2,17,18,NY,MA,2.1440377343780463,-0.47032206547777505,1,JFK-BOS,0,1,0,0,0,1,0,0,0,1,0,0
0,0,2201,18,1302,2201,13930,ORD,11003,CID,1.0,67,72.0,40.0,1,196,2018,6,2,5,11,12,IL,IA,5.328595793064243,7.3318759936407,1,ORD-CID,0,1,0,0,0,0,1,0,1,0,0,0
3,3,300,7,3543,300,11433,DTW,11057,CLT,-18.0,104,90.0,73.0,1,500,2019,11,3,6,22,0,MI,NC,2.1440377343780463,-0.3018240950226244,0,DTW-CLT,0,0,0,1,0,1,0,0,0,0,0,1
3,3,3249,0,914,3249,10874,CAK,10397,ATL,-15.0,110,104.0,82.0,1,528,2018,7,20,4,12,13,OH,GA,2.1440377343780463,-0.47032206547777505,0,CAK-ATL,0,0,1,0,1,0,0,0,1,0,0,0
10,10,656,23,3122,656,14100,PHL,11292,DEN,-17.0,265,248.0,214.0,1,1558,2018,1,12,4,9,11,PA,CO,2.438349885408711,2.438349885408711,0,PHL-DEN,1,0,0,0,0,0,1,0,0,0,1,0
10,10,1191,23,2475,1191,11618,EWR,15016,STL,-15.0,170,159.0,134.0,1,872,2019,1,26,5,7,8,NJ,MO,2.438349885408711,2.438349885408711,0,EWR-STL,1,0,0,0,0,0,1,0,0,0,1,0
0,0,3825,6,524,3825,12892,LAX,14893,SMF,90.0,92,93.0,64.0,1,373,2019,11,21,3,11,12,CA,CA,5.328595793064243,17.384558823529414,1,LAX-SMF,0,0,0,1,0,0,1,0,1,0,0,0
10,10,1880,23,2603,1880,14122,PIT,15016,STL,-10.0,105,95.0,85.0,1,554,2018,3,18,6,12,13,PA,MO,2.438349885408711,2.438349885408711,0,PIT-STL,1,0,0,0,1,0,0,0,1,0,0,0
3,3,1647,7,3361,1647,10868,CAE,10397,ATL,31.0,70,105.0,49.0,1,192,2018,11,12,0,16,17,SC,GA,2.1440377343780463,-0.3018240950226244,1,CAE-ATL,0,0,0,1,1,0,0,0,0,1,0,0
0,0,3687,24,3321,3687,11775,FSD,11298,DFW,-16.0,135,123.0,106.0,1,737,2019,9,27,4,11,13,SD,TX,5.328595793064243,11.298761609907121,0,FSD-DFW,0,0,1,0,0,0,1,0,1,0,0,0
3,3,1298,7,851,1298,14869,SLC,13930,ORD,-6.0,196,191.0,157.0,1,1250,2019,6,13,3,17,21,UT,IL,2.1440377343780463,-0.3018240950226244,0,SLC-ORD,0,1,0,0,0,1,0,0,0,1,0,0
3,3,3640,6,1989,3640,14057,PDX,14747,SEA,-19.0,74,60.0,32.0,1,129,2019,4,26,4,20,21,OR,WA,2.1440377343780463,17.384558823529414,0,PDX-SEA,0,1,0,0,0,1,0,0,0,1,0,0
0,0,2276,15,2740,2276,12915,LCH,11298,DFW,-14.0,81,73.0,52.0,1,295,2019,8,6,1,12,13,LA,TX,5.328595793064243,5.849722530521643,0,LCH-DFW,0,0,1,0,1,0,0,0,1,0,0,0
10,10,2557,23,3061,2557,12889,LAS,11259,DAL,4.0,155,159.0,144.0,1,1067,2019,5,12,6,10,15,NV,TX,2.438349885408711,2.438349885408711,1,LAS-DAL,0,1,0,0,0,0,1,0,1,0,0,0
8,8,2899,9,321,2899,15412,TYS,12266,IAH,-5.0,155,140.0,113.0,1,771,2018,5,12,5,18,20,TN,TX,10.231880437950128,14.747020376778167,0,TYS-IAH,0,1,0,0,0,1,0,0,0,1,0,0
9,9,1318,22,2919,1318,14747,SEA,14771,SFO,-15.0,139,113.0,87.0,1,679,2018,2,24,5,7,9,WA,CA,0.26666666666666666,0.26666666666666666,0,SEA-SFO,1,0,0,0,0,0,1,0,0,0,1,0
2,2,785,4,1001,785,11278,DCA,10721,BOS,-9.0,91,89.0,61.0,1,399,2019,5,29,2,9,10,DC,MA,6.360829389226956,6.360829389226956,0,DCA-BOS,0,1,0,0,0,0,1,0,0,0,1,0
10,10,586,23,3412,586,13796,OAK,13487,MSP,-23.0,220,197.0,181.0,1,1578,2019,5,1,2,18,0,CA,MN,2.438349885408711,2.438349885408711,0,OAK-MSP,0,1,0,0,0,1,0,0,0,0,0,1
5,5,360,11,8,360,14761,SFB,11537,ELM,5.0,151,141.0,123.0,1,954,2019,10,4,4,14,17,FL,NY,1.5098039215686274,1.5098039215686274,1,SFB-ELM,0,0,0,1,1,0,0,0,0,1,0,0
8,8,2455,25,2378,2455,12339,IND,13930,ORD,-13.0,72,68.0,46.0,1,177,2018,11,25,6,6,6,IN,IL,10.231880437950128,2.0115089514066495,0,IND-ORD,0,0,0,1,0,0,1,0,0,0,1,0
3,3,2676,18,2703,2676,11433,DTW,10257,ALB,77.0,96,75.0,60.0,1,489,2019,8,22,3,7,9,MI,NY,2.1440377343780463,7.3318759936407,1,DTW-ALB,0,0,1,0,0,0,1,0,0,0,1,0
10,10,999,23,2512,999,13232,MDW,12892,LAX,-6.0,280,264.0,247.0,1,1750,2018,1,8,0,11,14,IL,CA,2.438349885408711,2.438349885408711,0,MDW-LAX,1,0,0,0,0,0,1,0,1,0,0,0
0,0,3046,25,1201,3046,13487,MSP,12953,LGA,-10.0,177,173.0,134.0,1,1020,2018,3,11,6,10,13,MN,NY,5.328595793064243,2.0115089514066495,0,MSP-LGA,1,0,0,0,0,0,1,0,1,0,0,0
2,2,1214,4,3932,1214,14027,PBI,10721,BOS,1.0,185,186.0,157.0,1,1197,2019,9,16,0,18,21,FL,MA,6.360829389226956,6.360829389226956,1,PBI-BOS,0,0,1,0,0,1,0,0,0,1,0,0
0,0,231,1,3438,231,13931,ORF,11298,DFW,12.0,217,231.0,205.0,1,1212,2019,2,18,0,14,17,VA,TX,5.328595793064243,5.396409761887101,1,ORF-DFW,1,0,0,0,1,0,0,0,0,1,0,0
0,0,1427,1,2266,1427,10257,ALB,11057,CLT,-2.0,132,133.0,108.0,1,646,2019,7,17,2,19,21,NY,NC,5.328595793064243,5.396409761887101,0,ALB-CLT,0,0,1,0,0,1,0,0,0,1,0,0
0,0,3120,19,2018,3120,14100,PHL,13230,MDT,4.882352941176471,57,134.50487698354928,109.21307893970288,1,84,2019,6,28,4,17,18,PA,PA,5.328595793064243,5.953181272509004,1,PHL-MDT,0,1,0,0,0,1,0,0,0,1,0,0
2,2,1067,4,3770,1067,12478,JFK,14771,SFO,-22.0,405,372.0,353.0,1,2586,2019,9,7,5,20,23,NY,CA,6.360829389226956,6.360829389226956,0,JFK-SFO,0,0,1,0,0,1,0,0,0,1,0,0
1,1,2066,20,1999,2066,14771,SFO,14004,PAE,4.882352941176471,135,134.50487698354928,109.21307893970288,1,710,2019,12,1,6,21,23,CA,WA,1.3057672946929382,5.02479815455594,1,SFO-PAE,0,0,0,1,0,1,0,0,0,1,0,0
8,8,3304,18,3279,3304,11292,DEN,11865,GCC,-13.0,81,67.0,49.0,1,313,2019,10,19,5,10,11,CO,WY,10.231880437950128,7.3318759936407,0,DEN-GCC,0,0,0,1,0,0,1,0,0,0,1,0
10,10,2447,23,2652,2447,13495,MSY,10397,ATL,0.0,85,74.0,61.0,1,425,2018,3,24,5,5,7,LA,GA,2.438349885408711,2.438349885408711,0,MSY-ATL,1,0,0,0,0,0,0,1,0,0,1,0
10,10,1385,23,1740,1385,14893,SMF,14107,PHX,-1.0,110,111.0,92.0,1,647,2018,5,1,1,14,16,CA,AZ,2.438349885408711,2.438349885408711,0,SMF-PHX,0,1,0,0,1,0,0,0,1,0,0,0
0,0,2485,15,534,2485,11298,DFW,10868,CAE,0.0,142,141.0,109.0,1,922,2018,3,20,1,18,21,TX,SC,5.328595793064243,5.849722530521643,0,DFW-CAE,1,0,0,0,0,1,0,0,0,1,0,0
3,3,1359,7,3384,1359,11995,GSO,10397,ATL,6.0,89,81.0,62.0,1,306,2018,11,7,2,18,20,NC,GA,2.1440377343780463,-0.3018240950226244,1,GSO-ATL,0,0,0,1,0,1,0,0,0,1,0,0
3,3,2479,18,675,2479,14869,SLC,10423,AUS,-20.0,175,160.0,141.0,1,1086,2018,9,25,1,13,17,UT,TX,2.1440377343780463,7.3318759936407,0,SLC-AUS,0,0,1,0,1,0,0,0,0,1,0,0
1,1,751,2,684,751,11884,GEG,14747,SEA,6.0,80,63.0,43.0,1,224,2018,12,22,5,13,15,WA,WA,1.3057672946929382,1.3225882352941176,1,GEG-SEA,0,0,0,1,1,0,0,0,1,0,0,0
3,3,606,7,3510,606,14100,PHL,11433,DTW,-20.0,109,94.0,75.0,1,453,2019,6,1,5,9,11,PA,MI,2.1440377343780463,-0.3018240950226244,0,PHL-DTW,0,1,0,0,0,0,1,0,0,0,1,0
10,10,931,23,2679,931,14307,PVD,15304,TPA,-11.0,180,170.0,157.0,1,1136,2019,9,24,1,11,14,RI,FL,2.438349885408711,2.438349885408711,0,PVD-TPA,0,0,1,0,0,0,1,0,1,0,0,0
8,8,903,21,3257,903,11618,EWR,13198,MCI,-18.0,182,173.0,155.0,1,1092,2019,3,19,1,20,22,NJ,MO,10.231880437950128,5.682458929517753,0,EWR-MCI,1,0,0,0,0,1,0,0,0,1,0,0
0,0,3155,19,1941,3155,14100,PHL,11996,GSP,84.0,121,192.0,94.0,1,515,2018,5,27,6,15,17,PA,SC,5.328595793064243,5.953181272509004,1,PHL-GSP,0,1,0,0,1,0,0,0,0,1,0,0
0,0,1300,1,2802,1300,11057,CLT,10721,BOS,-5.0,139,121.0,89.0,1,728,2019,10,20,6,16,18,NC,MA,5.328595793064243,5.396409761887101,0,CLT-BOS,0,0,0,1,1,0,0,0,0,1,0,0
8,8,2926,9,218,2926,12266,IAH,15624,VPS,-14.0,104,91.0,68.0,1,528,2018,11,4,6,18,19,TX,FL,10.231880437950128,14.747020376778167,0,IAH-VPS,0,0,0,1,0,1,0,0,0,1,0,0
10,10,3309,23,3035,3309,11697,FLL,10529,BDL,-29.0,190,166.0,150.0,1,1173,2019,9,14,5,9,12,FL,CT,2.438349885408711,2.438349885408711,0,FLL-BDL,0,0,1,0,0,0,1,0,1,0,0,0
4,4,1384,10,3672,1384,12264,IAD,10423,AUS,-42.0,235,206.0,184.0,1,1297,2019,2,13,2,11,14,DC,TX,5.444444444444445,5.444444444444445,0,IAD-AUS,1,0,0,0,0,0,1,0,1,0,0,0
8,8,782,21,2910,782,14679,SAN,11292,DEN,-15.0,133,129.0,106.0,1,853,2018,10,6,5,14,18,CA,CO,10.231880437950128,5.682458929517753,0,SAN-DEN,0,0,0,1,1,0,0,0,0,1,0,0
0,0,1315,1,417,1315,11057,CLT,15304,TPA,-9.0,106,97.0,73.0,1,507,2019,12,9,0,14,16,NC,FL,5.328595793064243,5.396409761887101,0,CLT-TPA,0,0,0,1,1,0,0,0,1,0,0,0
8,8,2805,9,163,2805,13930,ORD,11986,GRR,92.0,59,95.0,30.0,1,137,2018,8,5,6,9,10,IL,MI,10.231880437950128,14.747020376778167,1,ORD-GRR,0,0,1,0,0,0,1,0,0,0,1,0
10,10,1594,23,3633,1594,10397,ATL,13198,MCI,-5.0,130,127.0,102.0,1,692,2019,8,14,2,8,9,GA,MO,2.438349885408711,2.438349885408711,0,ATL-MCI,0,0,1,0,0,0,1,0,0,0,1,0
5,5,658,11,5,658,14108,PIA,14112,PIE,31.0,144,143.0,126.0,1,965,2018,12,13,3,9,12,IL,FL,1.5098039215686274,1.5098039215686274,1,PIA-PIE,0,0,0,1,0,0,1,0,1,0,0,0
10,10,4008,23,1459,4008,14107,PHX,14908,SNA,33.0,75,68.0,53.0,1,338,2018,10,9,1,11,12,AZ,CA,2.438349885408711,2.438349885408711,1,PHX-SNA,0,0,0,1,0,0,1,0,1,0,0,0
8,8,3258,18,3524,3258,13930,ORD,13344,MKG,35.0,64,55.0,27.0,1,119,2018,10,27,5,12,14,IL,MI,10.231880437950128,7.3318759936407,1,ORD-MKG,0,0,0,1,1,0,0,0,1,0,0,0
8,8,2456,25,2067,2456,11292,DEN,13158,MAF,-24.0,111,90.0,69.0,1,563,2018,12,20,3,20,22,CO,TX,10.231880437950128,2.0115089514066495,0,DEN-MAF,0,0,0,1,0,1,0,0,0,1,0,0
0,0,2421,15,1645,2421,15096,SYR,13930,ORD,-11.0,131,129.0,108.0,1,607,2019,2,23,5,14,16,NY,IL,5.328595793064243,5.849722530521643,0,SYR-ORD,1,0,0,0,1,0,0,0,1,0,0,0
0,0,2103,1,3920,2103,13930,ORD,14122,PIT,22.0,84,106.0,56.0,1,413,2019,6,12,2,22,0,IL,PA,5.328595793064243,5.396409761887101,1,ORD-PIT,0,1,0,0,0,1,0,0,0,0,0,1
0,0,1789,1,208,1789,12892,LAX,11298,DFW,50.0,193,197.0,162.0,1,1235,2018,7,1,6,11,16,CA,TX,5.328595793064243,5.396409761887101,1,LAX-DFW,0,0,1,0,0,0,1,0,1,0,0,0
8,8,2568,26,1219,2568,14730,SDF,12264,IAD,74.0,99,88.0,66.0,1,451,2019,8,25,6,14,16,KY,DC,10.231880437950128,6.787037037037037,1,SDF-IAD,0,0,1,0,1,0,0,0,1,0,0,0
8,8,3714,18,500,3714,13851,OKC,13930,ORD,9.0,132,141.0,101.0,1,693,2018,7,3,1,11,13,OK,IL,10.231880437950128,7.3318759936407,1,OKC-ORD,0,0,1,0,0,0,1,0,1,0,0,0
0,0,3759,24,3664,3759,11298,DFW,10599,BHM,-16.0,106,94.0,75.0,1,597,2019,3,26,1,9,10,TX,AL,5.328595793064243,11.298761609907121,0,DFW-BHM,1,0,0,0,0,0,1,0,0,0,1,0
3,3,2341,0,811,2341,14576,ROC,11433,DTW,-3.0,101,106.0,60.0,1,296,2018,2,8,3,6,7,NY,MI,2.1440377343780463,-0.47032206547777505,0,ROC-DTW,1,0,0,0,0,0,1,0,0,0,1,0
8,8,3289,18,3747,3289,13344,MKG,13930,ORD,-23.0,64,59.0,31.0,1,118,2018,3,25,6,17,18,MI,IL,10.231880437950128,7.3318759936407,0,MKG-ORD,1,0,0,0,0,1,0,0,0,1,0,0
0,0,859,1,2849,859,10721,BOS,11298,DFW,3.0,282,286.0,252.0,1,1562,2019,2,16,5,17,21,MA,TX,5.328595793064243,5.396409761887101,1,BOS-DFW,1,0,0,0,0,1,0,0,0,1,0,0
0,0,1181,1,3852,1181,11298,DFW,11042,CLE,6.0,156,163.0,132.0,1,1021,2018,3,7,2,20,0,TX,OH,5.328595793064243,5.396409761887101,1,DFW-CLE,1,0,0,0,0,1,0,0,0,0,0,1
0,0,2702,15,2105,2702,14783,SGF,13930,ORD,22.0,107,94.0,73.0,1,438,2018,7,6,4,16,18,MO,IL,5.328595793064243,5.849722530521643,1,SGF-ORD,0,0,1,0,1,0,0,0,0,1,0,0
10,10,113,23,1517,113,13232,MDW,14730,SDF,-13.0,65,58.0,42.0,1,271,2019,9,20,4,16,18,IL,KY,2.438349885408711,2.438349885408711,0,MDW-SDF,0,0,1,0,1,0,0,0,0,1,0,0
10,10,2000,23,2934,2000,10721,BOS,11066,CMH,-13.0,125,113.0,89.0,1,640,2019,8,11,6,8,10,MA,OH,2.438349885408711,2.438349885408711,0,BOS-CMH,0,0,1,0,0,0,1,0,0,0,1,0
0,0,2939,25,1189,2939,14730,SDF,11278,DCA,-19.0,94,82.0,67.0,1,474,2019,6,13,3,6,7,KY,DC,5.328595793064243,2.0115089514066495,0,SDF-DCA,0,1,0,0,0,0,1,0,0,0,1,0
10,10,3004,23,2648,3004,13204,MCO,13232,MDW,8.0,170,155.0,141.0,1,990,2019,2,2,5,8,10,FL,IL,2.438349885408711,2.438349885408711,1,MCO-MDW,1,0,0,0,0,0,1,0,0,0,1,0
8,8,2581,26,1311,2581,13930,ORD,10990,CHO,-16.0,118,109.0,83.0,1,566,2019,5,30,3,9,12,IL,VA,10.231880437950128,6.787037037037037,0,ORD-CHO,0,1,0,0,0,0,1,0,1,0,0,0
0,0,2050,1,3523,2050,11298,DFW,14635,RSW,-19.0,161,147.0,125.0,1,1017,2018,7,24,1,11,14,TX,FL,5.328595793064243,5.396409761887101,0,DFW-RSW,0,0,1,0,0,0,1,0,1,0,0,0
3,3,923,7,1105,923,14869,SLC,12264,IAD,7.0,244,216.0,202.0,1,1828,2018,3,12,0,17,23,UT,DC,2.1440377343780463,-0.3018240950226244,1,SLC-IAD,1,0,0,0,0,1,0,0,0,1,0,0
0,0,1003,1,3854,1003,11109,COS,11298,DFW,-14.0,113,112.0,79.0,1,592,2018,6,27,2,16,19,CO,TX,5.328595793064243,5.396409761887101,0,COS-DFW,0,1,0,0,1,0,0,0,0,1,0,0
3,3,3915,12,403,3915,15016,STL,11433,DTW,-11.0,93,88.0,68.0,1,440,2018,4,24,1,16,19,MO,MI,2.1440377343780463,13.775,0,STL-DTW,0,1,0,0,1,0,0,0,0,1,0,0
3,3,420,7,892,420,14492,RDU,11433,DTW,0.0,102,105.0,83.0,1,501,2018,10,23,1,9,11,NC,MI,2.1440377343780463,-0.3018240950226244,0,RDU-DTW,0,0,0,1,0,0,1,0,0,0,1,0
8,8,1270,21,246,1270,14869,SLC,12266,IAH,-27.0,184,167.0,152.0,1,1195,2018,3,1,3,16,20,UT,TX,10.231880437950128,5.682458929517753,0,SLC-IAH,1,0,0,0,1,0,0,0,0,1,0,0
3,3,2817,18,3377,2817,13487,MSP,12343,INL,-10.0,80,60.0,45.0,1,255,2019,9,6,4,15,16,MN,MN,2.1440377343780463,7.3318759936407,0,MSP-INL,0,0,1,0,1,0,0,0,1,0,0,0
1,1,1579,20,1319,1579,10275,ALW,14747,SEA,-3.0,65,60.0,44.0,1,213,2019,1,13,6,5,6,WA,WA,1.3057672946929382,5.02479815455594,0,ALW-SEA,1,0,0,0,0,0,0,1,0,0,1,0
1,1,66,2,542,66,14747,SEA,10299,ANC,1.0,230,233.0,213.0,1,1448,2019,10,25,4,7,9,WA,AK,1.3057672946929382,1.3225882352941176,1,SEA-ANC,0,0,0,1,0,0,1,0,0,0,1,0
0,0,2051,1,1150,2051,13930,ORD,13303,MIA,32.0,188,189.0,157.0,1,1197,2019,1,2,2,13,17,IL,FL,5.328595793064243,5.396409761887101,1,ORD-MIA,1,0,0,0,1,0,0,0,0,1,0,0
0,0,2187,18,2356,2187,13930,ORD,11637,FAR,-13.0,119,106.0,85.0,1,557,2019,7,31,2,13,15,IL,ND,5.328595793064243,7.3318759936407,0,ORD-FAR,0,0,1,0,1,0,0,0,1,0,0,0
6,6,394,13,1522,394,13830,OGG,12173,HNL,-10.0,38,35.0,23.0,1,100,2019,3,23,5,19,19,HI,HI,0.8470588235294118,0.7215189873417721,0,OGG-HNL,1,0,0,0,0,1,0,0,0,1,0,0
3,3,1147,7,3572,1147,12889,LAS,13487,MSP,-4.0,194,197.0,178.0,1,1299,2018,3,1,3,7,12,NV,MN,2.1440377343780463,-0.3018240950226244,0,LAS-MSP,1,0,0,0,0,0,1,0,1,0,0,0
8,8,1552,21,329,1552,11042,CLE,11618,EWR,37.0,95,74.0,61.0,1,404,2019,2,13,2,18,20,OH,NJ,10.231880437950128,5.682458929517753,1,CLE-EWR,1,0,0,0,0,1,0,0,0,1,0,0
10,10,319,23,2399,319,12896,LBB,11259,DAL,-13.0,70,62.0,50.0,1,293,2018,6,29,4,5,6,TX,TX,2.438349885408711,2.438349885408711,0,LBB-DAL,0,1,0,0,0,0,0,1,0,0,1,0
1,1,1320,2,2972,1320,14747,SEA,14771,SFO,-2.0,129,120.0,102.0,1,679,2018,7,18,2,15,17,WA,CA,1.3057672946929382,1.3225882352941176,0,SEA-SFO,0,0,1,0,1,0,0,0,0,1,0,0
8,8,262,21,922,262,12264,IAD,15304,TPA,-18.0,143,131.0,109.0,1,811,2018,4,30,0,17,19,DC,FL,10.231880437950128,5.682458929517753,0,IAD-TPA,0,1,0,0,0,1,0,0,0,1,0,0
10,10,633,23,2643,633,11292,DEN,13232,MDW,-12.0,140,128.0,113.0,1,895,2018,5,4,4,5,8,CO,IL,2.438349885408711,2.438349885408711,0,DEN-MDW,0,1,0,0,0,0,0,1,0,0,1,0
8,8,3171,26,1296,3171,10469,AZO,13930,ORD,95.0,60,72.0,34.0,1,122,2018,7,8,6,13,13,MI,IL,10.231880437950128,6.787037037037037,1,AZO-ORD,0,0,1,0,1,0,0,0,1,0,0,0
0,0,3127,19,1941,3127,14100,PHL,11995,GSO,-42.0,103,81.0,56.0,1,365,2018,8,29,2,21,23,PA,NC,5.328595793064243,5.953181272509004,0,PHL-GSO,0,0,1,0,0,1,0,0,0,1,0,0
3,3,1470,7,2156,1470,13495,MSY,10397,ATL,-5.0,95,87.0,61.0,1,425,2019,5,8,2,7,9,LA,GA,2.1440377343780463,-0.3018240950226244,0,MSY-ATL,0,1,0,0,0,0,1,0,0,0,1,0
1,1,1637,20,1245,1637,13264,MFR,14747,SEA,-6.0,90,84.0,70.0,1,352,2019,5,24,4,17,19,OR,WA,1.3057672946929382,5.02479815455594,0,MFR-SEA,0,1,0,0,0,1,0,0,0,1,0,0
10,10,1685,23,3015,1685,12889,LAS,15304,TPA,-8.0,255,249.0,236.0,1,1984,2018,8,29,2,15,23,NV,FL,2.438349885408711,2.438349885408711,0,LAS-TPA,0,0,1,0,1,0,0,0,0,1,0,0
