mkt_unique_carrier,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,dest_airport_id,dest,arr_delay,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,year,month,day_of_month,day_of_week,dep_hour_of_day,arr_hour_of_day,origin_state,destination_state,arr_delay_mean_by_mkt_unique_carrier,arr_delay_mean_by_op_unique_carrier,arr_delay_encoded,origin_dest_pair,quarter_Q1,quarter_Q2,quarter_Q3,quarter_Q4,dep_time_of_day_afternoon,dep_time_of_day_evening,dep_time_of_day_morning,dep_time_of_day_night,arr_time_of_day_afternoon,arr_time_of_day_evening,arr_time_of_day_morning,arr_time_of_day_night
0,0,3259,17,2350,3259,11057,CLT,10980,CHA,-17.0,69,62.0,41.0,1,241,2019,9,15,6,7,8,NC,TN,5.328595793064243,6.229542483660131,0,CLT-CHA,0,0,1,0,0,0,1,0,0,0,1,0
0,0,407,1,2423,407,11057,CLT,12266,IAH,-3.0,155,155.0,132.0,1,912,2018,7,28,5,20,21,NC,TX,5.328595793064243,5.396409761887101,0,CLT-IAH,0,0,1,0,0,1,0,0,0,1,0,0
0,0,3676,24,3289,3676,14107,PHX,14262,PSP,3.0,72,77.0,45.0,1,261,2018,9,1,5,10,11,AZ,CA,5.328595793064243,11.298761609907121,1,PHX-PSP,0,0,1,0,0,0,1,0,0,0,1,0
8,8,2880,9,114,2880,10185,AEX,12266,IAH,4.0,63,77.0,37.0,1,190,2018,8,7,1,7,8,LA,TX,10.231880437950128,14.747020376778167,1,AEX-IAH,0,0,1,0,0,0,1,0,0,0,1,0
3,3,1833,7,3887,1833,13930,ORD,11433,DTW,85.0,86,78.0,47.0,1,235,2019,12,28,5,6,9,IL,MI,2.1440377343780463,-0.3018240950226244,1,ORD-DTW,0,0,0,1,0,0,1,0,0,0,1,0
0,0,467,1,2468,467,11986,GRR,11057,CLT,-22.0,120,106.0,79.0,1,583,2019,1,8,1,18,20,MI,NC,5.328595793064243,5.396409761887101,0,GRR-CLT,1,0,0,0,0,1,0,0,0,1,0,0
0,0,3263,17,547,3263,15412,TYS,11278,DCA,122.0,96,79.0,65.0,1,437,2019,6,29,5,17,19,TN,DC,5.328595793064243,6.229542483660131,1,TYS-DCA,0,1,0,0,0,1,0,0,0,1,0,0
0,0,1879,1,3602,1879,11057,CLT,13930,ORD,17.0,144,141.0,101.0,1,599,2019,11,30,5,18,19,NC,IL,5.328595793064243,5.396409761887101,1,CLT-ORD,0,0,0,1,0,1,0,0,0,1,0,0
3,3,1586,7,1797,1586,13487,MSP,14635,RSW,-7.0,200,198.0,174.0,1,1416,2018,4,7,5,8,13,MN,FL,2.1440377343780463,-0.3018240950226244,0,MSP-RSW,0,1,0,0,0,0,1,0,1,0,0,0
3,3,2302,0,202,2302,14783,SGF,10397,ATL,-18.0,110,96.0,72.0,1,563,2018,3,18,6,6,8,MO,GA,2.1440377343780463,-0.47032206547777505,0,SGF-ATL,1,0,0,0,0,0,1,0,0,0,1,0
8,8,704,21,2743,704,14679,SAN,13930,ORD,-30.0,245,221.0,196.0,1,1723,2019,11,26,1,7,13,CA,IL,10.231880437950128,5.682458929517753,0,SAN-ORD,0,0,0,1,0,0,1,0,1,0,0,0
0,0,2926,25,1178,2926,11433,DTW,12953,LGA,-24.0,108,95.0,66.0,1,502,2019,4,30,1,6,8,MI,NY,5.328595793064243,2.0115089514066495,0,DTW-LGA,0,1,0,0,0,0,1,0,0,0,1,0
0,0,3637,17,1817,3637,11057,CLT,13577,MYR,40.0,51,56.0,35.0,1,157,2018,12,20,3,22,22,NC,SC,5.328595793064243,6.229542483660131,1,CLT-MYR,0,0,0,1,0,1,0,0,0,1,0,0
8,8,3780,18,318,3780,13930,ORD,12884,LAN,667.0,61,83.0,37.0,1,179,2018,11,5,0,21,23,IL,MI,10.231880437950128,7.3318759936407,1,ORD-LAN,0,0,0,1,0,1,0,0,0,1,0,0
3,3,384,7,3363,384,14057,PDX,10397,ATL,-13.0,281,270.0,252.0,1,2172,2019,6,2,6,23,6,OR,GA,2.1440377343780463,-0.3018240950226244,0,PDX-ATL,0,1,0,0,0,1,0,0,0,0,1,0
3,3,2761,18,1320,2761,13487,MSP,11003,CID,-2.0,76,80.0,39.0,1,220,2018,5,2,2,15,17,MN,IA,2.1440377343780463,7.3318759936407,0,MSP-CID,0,1,0,0,1,0,0,0,0,1,0,0
0,0,2082,9,2315,2082,12511,JLN,11298,DFW,-17.0,84,77.0,56.0,1,327,2018,8,1,2,16,17,MO,TX,5.328595793064243,14.747020376778167,0,JLN-DFW,0,0,1,0,1,0,0,0,0,1,0,0
10,10,30,23,3035,30,14679,SAN,13796,OAK,4.0,90,77.0,64.0,1,446,2018,1,28,6,21,22,CA,CA,2.438349885408711,2.438349885408711,1,SAN-OAK,1,0,0,0,0,1,0,0,0,1,0,0
3,3,73,7,1011,73,12889,LAS,10397,ATL,11.0,242,255.0,226.0,1,1747,2018,8,20,0,7,14,NV,GA,2.1440377343780463,-0.3018240950226244,1,LAS-ATL,0,0,1,0,0,0,1,0,1,0,0,0
0,0,2282,15,2192,2282,14122,PIT,13303,MIA,-5.0,164,171.0,153.0,1,1013,2018,5,21,0,13,15,PA,FL,5.328595793064243,5.849722530521643,0,PIT-MIA,0,1,0,0,1,0,0,0,1,0,0,0
0,0,2413,15,3434,2413,14588,ROW,11298,DFW,95.0,94,86.0,67.0,1,435,2018,9,24,0,17,19,NM,TX,5.328595793064243,5.849722530521643,1,ROW-DFW,0,0,1,0,0,1,0,0,0,1,0,0
10,10,1549,23,2309,1549,14683,SAT,15016,STL,-21.0,125,112.0,100.0,1,786,2019,11,13,2,5,7,TX,MO,2.438349885408711,2.438349885408711,0,SAT-STL,0,0,0,1,0,0,0,1,0,0,1,0
10,10,1658,23,734,1658,11292,DEN,14107,PHX,-8.0,115,107.0,89.0,1,602,2019,9,4,2,20,21,CO,AZ,2.438349885408711,2.438349885408711,0,DEN-PHX,0,0,1,0,0,1,0,0,0,1,0,0
10,10,1002,23,1521,1002,14679,SAN,13232,MDW,7.0,230,239.0,218.0,1,1728,2019,7,24,2,13,18,CA,IL,2.438349885408711,2.438349885408711,1,SAN-MDW,0,0,1,0,1,0,0,0,0,1,0,0
8,8,3127,26,1364,3127,13930,ORD,11267,DAY,19.0,72,53.0,40.0,1,240,2018,3,26,0,11,13,IL,OH,10.231880437950128,6.787037037037037,1,ORD-DAY,1,0,0,0,0,0,1,0,1,0,0,0
3,3,1232,7,3394,1232,14730,SDF,10397,ATL,-5.0,88,85.0,52.0,1,321,2019,1,21,0,6,7,KY,GA,2.1440377343780463,-0.3018240950226244,0,SDF-ATL,1,0,0,0,0,0,1,0,0,0,1,0
3,3,2287,0,3204,2287,12953,LGA,14321,PWM,4.882352941176471,87,134.50487698354928,109.21307893970288,1,269,2019,7,31,2,17,19,NY,ME,2.1440377343780463,-0.47032206547777505,1,LGA-PWM,0,0,1,0,0,1,0,0,0,1,0,0
8,8,369,21,716,369,12889,LAS,12264,IAD,-2.0,256,261.0,233.0,1,2065,2018,12,9,6,13,20,NV,DC,10.231880437950128,5.682458929517753,0,LAS-IAD,0,0,0,1,1,0,0,0,0,1,0,0
3,3,2116,7,1095,2116,10397,ATL,14893,SMF,16.0,321,324.0,303.0,1,2092,2018,2,10,5,9,12,GA,CA,2.1440377343780463,-0.3018240950226244,1,ATL-SMF,1,0,0,0,0,0,1,0,1,0,0,0
8,8,3550,18,3304,3550,14771,SFO,14489,RDM,-11.0,99,96.0,71.0,1,462,2018,6,9,5,18,19,CA,OR,10.231880437950128,7.3318759936407,0,SFO-RDM,0,1,0,0,0,1,0,0,0,1,0,0
3,3,2062,7,2783,2062,13204,MCO,10397,ATL,-1.0,108,114.0,67.0,1,404,2019,7,10,2,19,20,FL,GA,2.1440377343780463,-0.3018240950226244,0,MCO-ATL,0,0,1,0,0,1,0,0,0,1,0,0
10,10,3949,23,2422,3949,10397,ATL,11259,DAL,-9.0,125,119.0,99.0,1,721,2018,8,18,5,12,14,GA,TX,2.438349885408711,2.438349885408711,0,ATL-DAL,0,0,1,0,1,0,0,0,1,0,0,0
8,8,3659,18,1475,3659,12266,IAH,12217,HSV,35.0,112,153.0,130.0,1,595,2019,7,31,2,14,16,TX,AL,10.231880437950128,7.3318759936407,1,IAH-HSV,0,0,1,0,1,0,0,0,1,0,0,0
8,8,182,21,678,182,14057,PDX,12264,IAD,6.0,299,275.0,255.0,1,2327,2019,9,1,6,8,15,OR,DC,10.231880437950128,5.682458929517753,1,PDX-IAD,0,0,1,0,0,0,1,0,1,0,0,0
8,8,2855,9,1893,2855,13244,MEM,12266,IAH,-18.0,112,103.0,85.0,1,468,2019,12,9,0,11,13,TN,TX,10.231880437950128,14.747020376778167,0,MEM-IAH,0,0,0,1,0,0,1,0,1,0,0,0
10,10,3844,23,2610,3844,14107,PHX,13851,OKC,6.0,125,124.0,100.0,1,833,2019,3,6,2,19,23,AZ,OK,2.438349885408711,2.438349885408711,1,PHX-OKC,1,0,0,0,0,1,0,0,0,1,0,0
8,8,3751,18,2666,3751,11292,DEN,10372,ASE,-4.0,50,49.0,32.0,1,125,2018,5,31,3,17,18,CO,CO,10.231880437950128,7.3318759936407,0,DEN-ASE,0,1,0,0,0,1,0,0,0,1,0,0
2,2,1082,4,554,1082,14843,SJU,13204,MCO,94.0,173,163.0,148.0,1,1189,2018,9,1,5,1,4,PR,FL,6.360829389226956,6.360829389226956,1,SJU-MCO,0,0,1,0,0,0,0,1,0,0,0,1
0,0,2151,18,2306,2151,13930,ORD,11433,DTW,-16.0,88,72.0,47.0,1,235,2018,12,8,5,18,20,IL,MI,5.328595793064243,7.3318759936407,0,ORD-DTW,0,0,0,1,0,1,0,0,0,1,0,0
8,8,3677,18,123,3677,14107,PHX,14771,SFO,-8.0,137,132.0,99.0,1,651,2018,5,25,4,18,20,AZ,CA,10.231880437950128,7.3318759936407,0,PHX-SFO,0,1,0,0,0,1,0,0,0,1,0,0
1,1,1072,2,2049,1072,12892,LAX,12478,JFK,-13.0,343,339.0,308.0,1,2475,2018,8,1,2,23,7,CA,NY,1.3057672946929382,1.3225882352941176,0,LAX-JFK,0,0,1,0,0,1,0,0,0,0,1,0
10,10,83,23,3139,83,11884,GEG,11292,DEN,14.0,130,127.0,110.0,1,836,2019,2,21,3,12,15,WA,CO,2.438349885408711,2.438349885408711,1,GEG-DEN,1,0,0,0,1,0,0,0,1,0,0,0
0,0,1728,1,3272,1728,13303,MIA,11278,DCA,-6.0,153,151.0,127.0,1,919,2018,12,28,4,6,9,FL,DC,5.328595793064243,5.396409761887101,0,MIA-DCA,0,0,0,1,0,0,1,0,0,0,1,0
1,1,1903,20,1984,1903,14893,SMF,14057,PDX,-30.0,100,81.0,68.0,1,479,2018,7,9,0,8,10,CA,OR,1.3057672946929382,5.02479815455594,0,SMF-PDX,0,0,1,0,0,0,1,0,0,0,1,0
3,3,1100,7,3800,1100,14122,PIT,10397,ATL,82.0,103,106.0,81.0,1,526,2018,5,22,1,18,20,PA,GA,2.1440377343780463,-0.3018240950226244,1,PIT-ATL,0,1,0,0,0,1,0,0,0,1,0,0
8,8,2343,25,2103,2343,11618,EWR,11433,DTW,109.0,121,118.0,83.0,1,488,2019,6,5,2,8,10,NJ,MI,10.231880437950128,2.0115089514066495,1,EWR-DTW,0,1,0,0,0,0,1,0,0,0,1,0
1,1,2304,18,1166,2304,15023,STS,14679,SAN,-40.0,103,80.0,71.0,1,508,2019,11,6,2,18,20,CA,CA,1.3057672946929382,7.3318759936407,0,STS-SAN,0,0,0,1,0,1,0,0,0,1,0,0
8,8,3891,24,3186,3891,11298,DFW,12266,IAH,-10.0,77,68.0,45.0,1,224,2019,12,6,4,18,20,TX,TX,10.231880437950128,11.298761609907121,0,DFW-IAH,0,0,0,1,0,1,0,0,0,1,0,0
8,8,3599,18,1813,3599,14689,SBA,12892,LAX,-11.0,58,49.0,31.0,1,89,2019,9,22,6,16,17,CA,CA,10.231880437950128,7.3318759936407,0,SBA-LAX,0,0,1,0,1,0,0,0,0,1,0,0
0,0,1581,1,3270,1581,10397,ATL,13303,MIA,-19.0,126,113.0,88.0,1,594,2019,4,18,3,18,20,GA,FL,5.328595793064243,5.396409761887101,0,ATL-MIA,0,1,0,0,0,1,0,0,0,1,0,0
10,10,1266,23,764,1266,10792,BUF,13204,MCO,4.882352941176471,160,134.50487698354928,109.21307893970288,1,1011,2019,4,19,4,15,18,NY,FL,2.438349885408711,2.438349885408711,1,BUF-MCO,0,1,0,0,1,0,0,0,0,1,0,0
0,0,1822,1,3867,1822,14057,PDX,13930,ORD,20.0,246,258.0,215.0,1,1739,2018,10,18,3,13,19,OR,IL,5.328595793064243,5.396409761887101,1,PDX-ORD,0,0,0,1,1,0,0,0,0,1,0,0
0,0,3745,24,3727,3745,11413,DRO,11298,DFW,-19.0,117,104.0,85.0,1,674,2018,1,22,0,10,13,CO,TX,5.328595793064243,11.298761609907121,0,DRO-DFW,1,0,0,0,0,0,1,0,1,0,0,0
8,8,3395,18,67,3395,10713,BOI,13930,ORD,-22.0,223,206.0,182.0,1,1437,2019,4,25,3,8,13,ID,IL,10.231880437950128,7.3318759936407,0,BOI-ORD,0,1,0,0,0,0,1,0,1,0,0,0
0,0,3861,6,507,3861,14683,SAT,12892,LAX,-5.0,186,181.0,159.0,1,1211,2018,8,12,6,15,16,TX,CA,5.328595793064243,17.384558823529414,0,SAT-LAX,0,0,1,0,1,0,0,0,1,0,0,0
10,10,144,23,2612,144,14679,SAN,13796,OAK,-14.0,90,81.0,63.0,1,446,2019,11,14,3,18,19,CA,CA,2.438349885408711,2.438349885408711,0,SAN-OAK,0,0,0,1,0,1,0,0,0,1,0,0
8,8,2457,25,2340,2457,11193,CVG,11618,EWR,137.0,120,117.0,98.0,1,569,2018,3,14,2,18,20,OH,NJ,10.231880437950128,2.0115089514066495,1,CVG-EWR,1,0,0,0,0,1,0,0,0,1,0,0
10,10,3901,23,3008,3901,13232,MDW,11697,FLL,1.0,185,181.0,164.0,1,1167,2018,9,27,3,15,19,IL,FL,2.438349885408711,2.438349885408711,1,MDW-FLL,0,0,1,0,1,0,0,0,0,1,0,0
5,5,394,11,49,394,11980,GRI,10466,AZA,-15.0,146,146.0,133.0,1,905,2018,10,19,4,11,12,NE,AZ,1.5098039215686274,1.5098039215686274,0,GRI-AZA,0,0,0,1,0,0,1,0,1,0,0,0
1,1,47,2,1895,47,10926,CDV,15991,YAK,-26.0,52,52.0,35.0,1,213,2019,11,16,5,17,17,AK,AK,1.3057672946929382,1.3225882352941176,0,CDV-YAK,0,0,0,1,0,1,0,0,0,1,0,0
3,3,3062,18,1858,3062,11003,CID,13487,MSP,-27.0,81,65.0,45.0,1,220,2019,3,8,4,6,8,IA,MN,2.1440377343780463,7.3318759936407,0,CID-MSP,1,0,0,0,0,0,1,0,0,0,1,0
1,1,83,2,834,83,10299,ANC,14747,SEA,45.0,203,186.0,161.0,1,1448,2019,2,18,0,1,5,AK,WA,1.3057672946929382,1.3225882352941176,1,ANC-SEA,1,0,0,0,0,0,0,1,0,0,0,1
0,0,3389,17,607,3389,11278,DCA,13277,MGM,3.0,123,115.0,103.0,1,693,2019,8,13,1,7,9,DC,AL,5.328595793064243,6.229542483660131,1,DCA-MGM,0,0,1,0,0,0,1,0,0,0,1,0
10,10,114,23,2654,114,13204,MCO,13244,MEM,-5.0,135,135.0,116.0,1,684,2019,11,25,0,21,22,FL,TN,2.438349885408711,2.438349885408711,0,MCO-MEM,0,0,0,1,0,1,0,0,0,1,0,0
0,0,3207,19,1976,3207,14100,PHL,11986,GRR,-3.0,137,140.0,99.0,1,573,2019,3,1,4,11,13,PA,MI,5.328595793064243,5.953181272509004,0,PHL-GRR,1,0,0,0,0,0,1,0,1,0,0,0
3,3,1524,7,3384,1524,10397,ATL,11267,DAY,-13.0,92,87.0,63.0,1,432,2019,3,24,6,16,18,GA,OH,2.1440377343780463,-0.3018240950226244,0,ATL-DAY,1,0,0,0,1,0,0,0,0,1,0,0
10,10,441,23,538,441,10397,ATL,12339,IND,21.0,95,90.0,65.0,1,432,2018,8,7,1,22,23,GA,IN,2.438349885408711,2.438349885408711,1,ATL-IND,0,0,1,0,0,1,0,0,0,1,0,0
10,10,840,23,3089,840,11292,DEN,11259,DAL,-7.0,110,105.0,88.0,1,651,2018,11,9,4,7,9,CO,TX,2.438349885408711,2.438349885408711,0,DEN-DAL,0,0,0,1,0,0,1,0,0,0,1,0
4,4,115,10,566,115,14100,PHL,11292,DEN,347.0,242,263.0,215.0,1,1558,2018,10,10,2,13,15,PA,CO,5.444444444444445,5.444444444444445,1,PHL-DEN,0,0,0,1,1,0,0,0,1,0,0,0
10,10,457,23,2584,457,11292,DEN,13871,OMA,-17.0,90,75.0,62.0,1,472,2019,8,27,1,14,16,CO,NE,2.438349885408711,2.438349885408711,0,DEN-OMA,0,0,1,0,1,0,0,0,1,0,0,0
0,0,581,1,2813,581,14321,PWM,11057,CLT,-31.0,174,149.0,122.0,1,813,2019,11,13,2,7,10,ME,NC,5.328595793064243,5.396409761887101,0,PWM-CLT,0,0,0,1,0,0,1,0,0,0,1,0
3,3,1485,7,3725,1485,13930,ORD,10397,ATL,179.0,122,148.0,98.0,1,606,2018,1,17,2,8,11,IL,GA,2.1440377343780463,-0.3018240950226244,1,ORD-ATL,1,0,0,0,0,0,1,0,0,0,1,0
6,6,112,13,1471,112,13830,OGG,12173,HNL,2.0,40,48.0,22.0,1,100,2019,8,23,4,9,9,HI,HI,0.8470588235294118,0.7215189873417721,1,OGG-HNL,0,0,1,0,0,0,1,0,0,0,1,0
0,0,1695,1,3234,1695,11298,DFW,11066,CMH,15.0,148,150.0,129.0,1,926,2019,7,7,6,14,18,TX,OH,5.328595793064243,5.396409761887101,1,DFW-CMH,0,0,1,0,1,0,0,0,0,1,0,0
3,3,3082,18,1980,3082,10372,ASE,12892,LAX,35.0,134,151.0,119.0,1,737,2018,3,25,6,12,13,CO,CA,2.1440377343780463,7.3318759936407,1,ASE-LAX,1,0,0,0,1,0,0,0,1,0,0,0
1,1,831,2,1621,831,14771,SFO,14492,RDU,7.0,308,315.0,284.0,1,2400,2018,5,19,5,22,6,CA,NC,1.3057672946929382,1.3225882352941176,1,SFO-RDU,0,1,0,0,0,1,0,0,0,0,1,0
0,0,2438,15,1662,2438,13930,ORD,13871,OMA,-12.0,85,75.0,60.0,1,416,2018,7,9,0,13,15,IL,NE,5.328595793064243,5.849722530521643,0,ORD-OMA,0,0,1,0,1,0,0,0,1,0,0,0
0,0,1662,1,419,1662,11298,DFW,12478,JFK,15.0,225,239.0,209.0,1,1391,2019,7,8,0,13,18,TX,NY,5.328595793064243,5.396409761887101,1,DFW-JFK,0,0,1,0,1,0,0,0,0,1,0,0
3,3,1017,7,3020,1017,12892,LAX,13487,MSP,-13.0,218,198.0,178.0,1,1535,2019,8,4,6,13,18,CA,MN,2.1440377343780463,-0.3018240950226244,0,LAX-MSP,0,0,1,0,1,0,0,0,0,1,0,0
0,0,3554,17,1734,3554,11057,CLT,14685,SAV,-5.0,73,70.0,39.0,1,213,2018,10,5,4,7,9,NC,GA,5.328595793064243,6.229542483660131,0,CLT-SAV,0,0,0,1,0,0,1,0,0,0,1,0
10,10,1530,23,2406,1530,14679,SAN,14107,PHX,-16.0,75,64.0,48.0,1,304,2018,5,25,4,17,18,CA,AZ,2.438349885408711,2.438349885408711,0,SAN-PHX,0,1,0,0,0,1,0,0,0,1,0,0
8,8,3773,18,179,3773,11292,DEN,10693,BNA,5.0,173,182.0,155.0,1,1014,2019,7,1,0,17,21,CO,TN,10.231880437950128,7.3318759936407,1,DEN-BNA,0,0,1,0,0,1,0,0,0,1,0,0
3,3,783,7,1017,783,10397,ATL,10721,BOS,-8.0,149,144.0,121.0,1,946,2019,12,8,6,12,14,GA,MA,2.1440377343780463,-0.3018240950226244,0,ATL-BOS,0,0,0,1,1,0,0,0,1,0,0,0
2,2,205,4,421,205,11278,DCA,10721,BOS,-14.0,89,76.0,61.0,1,399,2018,4,1,6,8,9,DC,MA,6.360829389226956,6.360829389226956,0,DCA-BOS,0,1,0,0,0,0,1,0,0,0,1,0
8,8,3548,18,200,3548,11292,DEN,14893,SMF,-9.0,172,162.0,137.0,1,909,2019,11,2,5,7,9,CO,CA,10.231880437950128,7.3318759936407,0,DEN-SMF,0,0,0,1,0,0,1,0,0,0,1,0
10,10,2685,23,2984,2685,11292,DEN,14831,SJC,24.0,170,186.0,153.0,1,948,2019,1,7,0,13,15,CO,CA,2.438349885408711,2.438349885408711,1,DEN-SJC,1,0,0,0,1,0,0,0,1,0,0,0
6,6,72,13,1489,72,12758,KOA,12173,HNL,-9.0,45,43.0,31.0,1,163,2018,11,23,4,6,7,HI,HI,0.8470588235294118,0.7215189873417721,0,KOA-HNL,0,0,0,1,0,0,1,0,0,0,1,0
5,5,625,11,7,625,12917,LCK,13495,MSY,-34.0,144,134.0,115.0,1,794,2018,3,19,0,18,19,OH,LA,1.5098039215686274,1.5098039215686274,0,LCK-MSY,1,0,0,0,0,1,0,0,0,1,0,0
0,0,1514,1,3421,1514,11298,DFW,14107,PHX,3.0,151,155.0,123.0,1,868,2018,8,27,0,15,16,TX,AZ,5.328595793064243,5.396409761887101,1,DFW-PHX,0,0,1,0,1,0,0,0,1,0,0,0
0,0,3809,24,3610,3809,11298,DFW,12191,HOU,111.0,70,84.0,48.0,1,247,2019,5,22,2,16,17,TX,TX,5.328595793064243,11.298761609907121,1,DFW-HOU,0,1,0,0,1,0,0,0,0,1,0,0
10,10,338,23,3137,338,11042,CLE,13232,MDW,-10.0,80,71.0,58.0,1,307,2019,1,7,0,17,17,OH,IL,2.438349885408711,2.438349885408711,0,CLE-MDW,1,0,0,0,0,1,0,0,0,1,0,0
8,8,3436,18,2626,3436,11292,DEN,13244,MEM,8.0,146,156.0,121.0,1,872,2018,7,13,4,17,21,CO,TN,10.231880437950128,7.3318759936407,1,DEN-MEM,0,0,1,0,0,1,0,0,0,1,0,0
8,8,3310,18,3132,3310,11292,DEN,14120,PIR,-33.0,99,71.0,56.0,1,385,2019,12,21,5,20,23,CO,SD,10.231880437950128,7.3318759936407,0,DEN-PIR,0,0,0,1,0,1,0,0,0,1,0,0
7,7,156,16,1590,156,10397,ATL,10721,BOS,-15.0,156,133.0,112.0,1,946,2018,7,30,0,11,13,GA,MA,7.195728291316527,7.195728291316527,0,ATL-BOS,0,0,1,0,0,0,1,0,1,0,0,0
3,3,2692,18,747,2692,12953,LGA,10868,CAE,12.0,144,131.0,97.0,1,617,2019,6,18,1,10,12,NY,SC,2.1440377343780463,7.3318759936407,1,LGA-CAE,0,1,0,0,0,0,1,0,1,0,0,0
0,0,2660,15,2685,2660,11042,CLE,12953,LGA,4.882352941176471,110,134.50487698354928,109.21307893970288,1,419,2019,3,4,0,6,7,OH,NY,5.328595793064243,5.849722530521643,1,CLE-LGA,1,0,0,0,0,0,1,0,0,0,1,0
7,7,219,16,1913,219,12889,LAS,11066,CMH,-14.0,232,222.0,199.0,1,1771,2019,10,8,1,23,6,NV,OH,7.195728291316527,7.195728291316527,0,LAS-CMH,0,0,0,1,0,1,0,0,0,0,1,0
0,0,3356,17,2276,3356,11057,CLT,12217,HSV,-8.0,87,82.0,59.0,1,333,2018,1,14,6,17,18,NC,AL,5.328595793064243,6.229542483660131,0,CLT-HSV,1,0,0,0,0,1,0,0,0,1,0,0
4,4,826,10,879,826,14100,PHL,13342,MKE,-32.0,140,114.0,96.0,1,690,2018,9,14,4,17,18,PA,WI,5.444444444444445,5.444444444444445,0,PHL-MKE,0,0,1,0,0,1,0,0,0,1,0,0
2,2,1318,4,1001,1318,10154,ACK,10721,BOS,218.0,50,49.0,25.0,1,91,2019,6,29,5,17,18,MA,MA,6.360829389226956,6.360829389226956,1,ACK-BOS,0,1,0,0,0,1,0,0,0,1,0,0
0,0,2257,18,2306,2257,11298,DFW,11481,ECP,1.0,122,128.0,99.0,1,685,2019,4,9,1,12,14,TX,FL,5.328595793064243,7.3318759936407,1,DFW-ECP,0,1,0,0,1,0,0,0,1,0,0,0
0,0,1955,1,3445,1955,13851,OKC,11298,DFW,3.0,75,83.0,34.0,1,175,2018,9,24,0,8,9,OK,TX,5.328595793064243,5.396409761887101,1,OKC-DFW,0,0,1,0,0,0,1,0,0,0,1,0
6,6,445,13,1481,445,12173,HNL,13830,OGG,0.0,38,46.0,23.0,1,100,2019,1,22,1,21,21,HI,HI,0.8470588235294118,0.7215189873417721,0,HNL-OGG,1,0,0,0,0,1,0,0,0,1,0,0
8,8,3052,3,378,3052,11292,DEN,13433,MOT,7.0,125,134.0,85.0,1,604,2019,1,11,4,10,13,CO,ND,10.231880437950128,18.070422535211268,1,DEN-MOT,1,0,0,0,0,0,1,0,1,0,0,0
0,0,456,1,2409,456,14107,PHX,15016,STL,-19.0,176,162.0,146.0,1,1262,2019,1,11,4,9,13,AZ,MO,5.328595793064243,5.396409761887101,0,PHX-STL,1,0,0,0,0,0,1,0,1,0,0,0
3,3,730,7,3701,730,11433,DTW,12953,LGA,-2.0,115,106.0,81.0,1,502,2018,12,9,6,17,19,MI,NY,2.1440377343780463,-0.3018240950226244,0,DTW-LGA,0,0,0,1,0,1,0,0,0,1,0,0
8,8,3305,18,2968,3305,12892,LAX,14794,SGU,6.0,79,96.0,74.0,1,349,2018,7,14,5,20,22,CA,UT,10.231880437950128,7.3318759936407,1,LAX-SGU,0,0,1,0,0,1,0,0,0,1,0,0
10,10,1836,23,726,1836,12391,ISP,13204,MCO,84.0,160,248.0,201.0,1,971,2019,6,19,2,12,15,NY,FL,2.438349885408711,2.438349885408711,1,ISP-MCO,0,1,0,0,1,0,0,0,1,0,0,0
0,0,1752,1,221,1752,14893,SMF,11298,DFW,41.0,205,199.0,170.0,1,1431,2018,10,2,1,14,19,CA,TX,5.328595793064243,5.396409761887101,1,SMF-DFW,0,0,0,1,1,0,0,0,0,1,0,0
8,8,2985,12,315,2985,13198,MCI,11292,DEN,-15.0,109,103.0,84.0,1,533,2018,8,29,2,16,16,MO,CO,10.231880437950128,13.775,0,MCI-DEN,0,0,1,0,1,0,0,0,1,0,0,0
10,10,2709,23,1469,2709,13232,MDW,11697,FLL,8.0,180,188.0,165.0,1,1167,2019,8,25,6,5,9,IL,FL,2.438349885408711,2.438349885408711,1,MDW-FLL,0,0,1,0,0,0,0,1,0,0,1,0
8,8,1468,21,2891,1468,12953,LGA,13930,ORD,-40.0,157,117.0,101.0,1,733,2019,7,5,4,10,11,NY,IL,10.231880437950128,5.682458929517753,0,LGA-ORD,0,0,1,0,0,0,1,0,0,0,1,0
3,3,1989,7,3836,1989,11433,DTW,11057,CLT,-11.0,107,100.0,75.0,1,500,2019,3,10,6,17,19,MI,NC,2.1440377343780463,-0.3018240950226244,0,DTW-CLT,1,0,0,0,0,1,0,0,0,1,0,0
8,8,2935,12,299,2935,11292,DEN,11423,DSM,-6.0,99,94.0,75.0,1,589,2018,4,9,0,14,16,CO,IA,10.231880437950128,13.775,0,DEN-DSM,0,1,0,0,1,0,0,0,1,0,0,0
0,0,2215,18,2466,2215,14869,SLC,12892,LAX,-18.0,151,137.0,94.0,1,590,2018,3,26,0,8,10,UT,CA,5.328595793064243,7.3318759936407,0,SLC-LAX,1,0,0,0,0,0,1,0,0,0,1,0
0,0,835,1,3479,835,12953,LGA,11298,DFW,-27.0,234,212.0,184.0,1,1389,2018,5,27,6,5,8,NY,TX,5.328595793064243,5.396409761887101,0,LGA-DFW,0,1,0,0,0,0,0,1,0,0,1,0
